        1st,        1st,        1st
      V [V],    Q [mAh],Q/M [mAh/g]
   1.781606,   0.076428, 110.765753
   1.781451,   0.076432, 110.770396
   1.781451,   0.076435,  110.77504
   1.781451,   0.076438, 110.779684
   1.781295,   0.076441, 110.784328
   1.781295,   0.076444, 110.788972
   1.781295,   0.076448, 110.793615
    1.78114,   0.076451, 110.798259
    1.78114,   0.076454, 110.802903
    1.78114,   0.076457, 110.807547
   1.780984,    0.07646, 110.812191
   1.780984,   0.076464, 110.816834
   1.780984,   0.076467, 110.821478
   1.780984,    0.07647, 110.826122
   1.780829,   0.076473, 110.830766
   1.780829,   0.076476,  110.83541
   1.780829,    0.07648, 110.840054
   1.780674,   0.076483, 110.844697
   1.780674,   0.076486, 110.849341
   1.780674,   0.076489, 110.853985
   1.780674,   0.076492, 110.858629
   1.780518,   0.076496, 110.863273
   1.780518,   0.076499, 110.867916
   1.780518,   0.076502,  110.87256
   1.780518,   0.076505, 110.877204
   1.780363,   0.076508, 110.881848
   1.780363,   0.076512, 110.886492
   1.780363,   0.076515, 110.891135
   1.780363,   0.076518, 110.895779
   1.780363,   0.076521, 110.900423
   1.780207,   0.076524, 110.905067
   1.780207,   0.076528, 110.909711
   1.780207,   0.076531, 110.914354
   1.780052,   0.076534, 110.918998
   1.780052,   0.076537, 110.923642
   1.780052,   0.076541, 110.928286
   1.779896,   0.076544,  110.93293
   1.779896,   0.076547, 110.937573
   1.779896,    0.07655, 110.942217
   1.779741,   0.076553, 110.946861
   1.779741,   0.076557, 110.951505
   1.779741,    0.07656, 110.956149
   1.779741,   0.076563, 110.960793
   1.779741,   0.076566, 110.965436
   1.779586,   0.076569,  110.97008
   1.779586,   0.076573, 110.974724
    1.77943,   0.076576, 110.979368
    1.77943,   0.076579, 110.984012
    1.77943,   0.076582, 110.988655
    1.77943,   0.076585, 110.993299
   1.779275,   0.076589, 110.997943
   1.779275,   0.076592, 111.002587
   1.779275,   0.076595, 111.007231
   1.779275,   0.076598, 111.011874
   1.779119,   0.076601, 111.016518
   1.779119,   0.076605, 111.021162
   1.779119,   0.076608, 111.025806
   1.779119,   0.076611,  111.03045
   1.778964,   0.076614, 111.035093
   1.778964,   0.076617, 111.039737
   1.778964,   0.076621, 111.044381
   1.778964,   0.076624, 111.049025
   1.778809,   0.076627, 111.053669
   1.778809,    0.07663, 111.058313
   1.778809,   0.076633, 111.062956
   1.778653,   0.076637,   111.0676
   1.778653,    0.07664, 111.072244
   1.778653,   0.076643, 111.076888
   1.778653,   0.076646, 111.081532
   1.778498,   0.076649, 111.086175
   1.778498,   0.076653, 111.090819
   1.778498,   0.076656, 111.095463
   1.778498,   0.076659, 111.100107
   1.778342,   0.076662, 111.104751
   1.778342,   0.076665, 111.109394
   1.778342,   0.076669, 111.114038
   1.778187,   0.076672, 111.118682
   1.778187,   0.076675, 111.123326
   1.778187,   0.076678,  111.12797
   1.778032,   0.076682, 111.132613
   1.778187,   0.076685, 111.137257
   1.778187,   0.076688, 111.141901
   1.778032,   0.076691, 111.146545
   1.778032,   0.076694, 111.151189
   1.778032,   0.076698, 111.155832
   1.777876,   0.076701, 111.160476
   1.777876,   0.076704,  111.16512
   1.777876,   0.076707, 111.169764
   1.777876,    0.07671, 111.174408
   1.777876,   0.076714, 111.179052
   1.777721,   0.076717, 111.183695
   1.777721,    0.07672, 111.188339
   1.777721,   0.076723, 111.192983
   1.777565,   0.076726, 111.197627
   1.777565,    0.07673, 111.202271
   1.777565,   0.076733, 111.206914
    1.77741,   0.076736, 111.211558
    1.77741,   0.076739, 111.216202
    1.77741,   0.076742, 111.220846
    1.77741,   0.076746,  111.22549
    1.77741,   0.076749, 111.230133
   1.777255,   0.076752, 111.234777
   1.777255,   0.076755, 111.239421
   1.777255,   0.076758, 111.244065
   1.777255,   0.076762, 111.248709
   1.777099,   0.076765, 111.253352
   1.777099,   0.076768, 111.257996
   1.777099,   0.076771,  111.26264
   1.776944,   0.076774, 111.267284
   1.776944,   0.076778, 111.271928
   1.776944,   0.076781, 111.276572
   1.776944,   0.076784, 111.281215
   1.776944,   0.076787, 111.285859
   1.776944,    0.07679, 111.290503
   1.776788,   0.076794, 111.295147
   1.776788,   0.076797, 111.299791
   1.776788,     0.0768, 111.304434
   1.776633,   0.076803, 111.309078
   1.776633,   0.076806, 111.313722
   1.776633,    0.07681, 111.318366
   1.776633,   0.076813,  111.32301
   1.776633,   0.076816, 111.327653
   1.776477,   0.076819, 111.332297
   1.776477,   0.076822, 111.336941
   1.776477,   0.076826, 111.341585
   1.776477,   0.076829, 111.346229
   1.776477,   0.076832, 111.350872
   1.776322,   0.076835, 111.355516
   1.776322,   0.076839,  111.36016
   1.776322,   0.076842, 111.364804
   1.776322,   0.076845, 111.369448
   1.776167,   0.076848, 111.374091
   1.776167,   0.076851, 111.378735
   1.776167,   0.076855, 111.383379
   1.776167,   0.076858, 111.388023
   1.776167,   0.076861, 111.392667
   1.776011,   0.076864, 111.397311
   1.776011,   0.076867, 111.401954
   1.776011,   0.076871, 111.406598
   1.776011,   0.076874, 111.411243
   1.775856,   0.076877, 111.415887
   1.775856,    0.07688, 111.420531
   1.775856,   0.076883, 111.425175
   1.775856,   0.076887, 111.429818
     1.7757,    0.07689, 111.434462
     1.7757,   0.076893, 111.439106
     1.7757,   0.076896,  111.44375
   1.775545,   0.076899, 111.448394
     1.7757,   0.076903, 111.453037
   1.775545,   0.076906, 111.457681
   1.775545,   0.076909, 111.462325
   1.775545,   0.076912, 111.466969
   1.775545,   0.076915, 111.471613
    1.77539,   0.076919, 111.476257
   1.775545,   0.076922,   111.4809
    1.77539,   0.076925, 111.485544
   1.775234,   0.076928, 111.490188
    1.77539,   0.076931, 111.494832
   1.775234,   0.076935, 111.499476
   1.775234,   0.076938, 111.504119
   1.775234,   0.076941, 111.508763
   1.775234,   0.076944, 111.513407
   1.775234,   0.076947, 111.518051
   1.775234,   0.076951, 111.522695
   1.775079,   0.076954, 111.527338
   1.775079,   0.076957, 111.531982
   1.775079,    0.07696, 111.536626
   1.775079,   0.076963,  111.54127
   1.774923,   0.076967, 111.545914
   1.774923,    0.07697, 111.550557
   1.774923,   0.076973, 111.555201
   1.774923,   0.076976, 111.559845
   1.774923,   0.076979, 111.564489
   1.774923,   0.076983, 111.569133
   1.774768,   0.076986, 111.573777
   1.774768,   0.076989,  111.57842
   1.774768,   0.076992, 111.583064
   1.774613,   0.076996, 111.587708
   1.774768,   0.076999, 111.592352
   1.774613,   0.077002, 111.596996
   1.774613,   0.077005, 111.601639
   1.774613,   0.077008, 111.606283
   1.774457,   0.077012, 111.610927
   1.774457,   0.077015, 111.615571
   1.774457,   0.077018, 111.620215
   1.774457,   0.077021, 111.624858
   1.774457,   0.077024, 111.629502
   1.774457,   0.077028, 111.634146
   1.774457,   0.077031,  111.63879
   1.774302,   0.077034, 111.643434
   1.774302,   0.077037, 111.648077
   1.774302,    0.07704, 111.652721
   1.774302,   0.077044, 111.657365
   1.774302,   0.077047, 111.662009
   1.774146,    0.07705, 111.666653
   1.774146,   0.077053, 111.671296
   1.774146,   0.077056,  111.67594
   1.774146,    0.07706, 111.680584
   1.773991,   0.077063, 111.685228
   1.773991,   0.077066, 111.689872
   1.773991,   0.077069, 111.694516
   1.773836,   0.077072, 111.699159
   1.773991,   0.077076, 111.703803
   1.773991,   0.077079, 111.708447
   1.773836,   0.077082, 111.713091
   1.773836,   0.077085, 111.717735
   1.773836,   0.077088, 111.722378
   1.773836,   0.077092, 111.727022
   1.773836,   0.077095, 111.731666
   1.773836,   0.077098,  111.73631
    1.77368,   0.077101, 111.740954
    1.77368,   0.077104, 111.745597
    1.77368,   0.077108, 111.750241
   1.773525,   0.077111, 111.754885
   1.773525,   0.077114, 111.759529
   1.773525,   0.077117, 111.764173
   1.773525,    0.07712, 111.768816
   1.773525,   0.077124,  111.77346
   1.773369,   0.077127, 111.778104
   1.773369,    0.07713, 111.782748
   1.773525,   0.077133, 111.787392
   1.773369,   0.077137, 111.792035
   1.773369,    0.07714, 111.796679
   1.773369,   0.077143, 111.801323
   1.773369,   0.077146, 111.805967
   1.773369,   0.077149, 111.810611
   1.773214,   0.077153, 111.815255
   1.773214,   0.077156, 111.819898
   1.773214,   0.077159, 111.824542
   1.773214,   0.077162, 111.829186
   1.773214,   0.077165,  111.83383
   1.773214,   0.077169, 111.838474
   1.773059,   0.077172, 111.843117
   1.773059,   0.077175, 111.847761
   1.773059,   0.077178, 111.852405
   1.773059,   0.077181, 111.857049
   1.773059,   0.077185, 111.861693
   1.772903,   0.077188, 111.866336
   1.773059,   0.077191,  111.87098
   1.772903,   0.077194, 111.875624
   1.772903,   0.077197, 111.880268
   1.772903,   0.077201, 111.884912
   1.772903,   0.077204, 111.889555
   1.772748,   0.077207, 111.894199
   1.772748,    0.07721, 111.898843
   1.772748,   0.077213, 111.903487
   1.772748,   0.077217, 111.908131
   1.772748,    0.07722, 111.912775
   1.772748,   0.077223, 111.917418
   1.772592,   0.077226, 111.922062
   1.772748,   0.077229, 111.926706
   1.772592,   0.077233,  111.93135
   1.772592,   0.077236, 111.935994
   1.772592,   0.077239, 111.940637
   1.772592,   0.077242, 111.945281
   1.772437,   0.077245, 111.949925
   1.772437,   0.077249, 111.954569
   1.772437,   0.077252, 111.959213
   1.772437,   0.077255, 111.963856
   1.772437,   0.077258,   111.9685
   1.772281,   0.077261, 111.973144
   1.772281,   0.077265, 111.977788
   1.772437,   0.077268, 111.982432
   1.772281,   0.077271, 111.987075
   1.772281,   0.077274, 111.991719
   1.772281,   0.077277, 111.996363
   1.772281,   0.077281, 112.001007
   1.772281,   0.077284, 112.005651
   1.772281,   0.077287, 112.010294
   1.772126,    0.07729, 112.014938
   1.772126,   0.077294, 112.019582
   1.772126,   0.077297, 112.024226
   1.772126,     0.0773,  112.02887
   1.772126,   0.077303, 112.033514
   1.771971,   0.077306, 112.038157
   1.771971,    0.07731, 112.042801
   1.771971,   0.077313, 112.047445
   1.771971,   0.077316, 112.052089
   1.771971,   0.077319, 112.056733
   1.771815,   0.077322, 112.061376
   1.771815,   0.077326,  112.06602
   1.771815,   0.077329, 112.070664
   1.771815,   0.077332, 112.075308
   1.771815,   0.077335, 112.079952
   1.771815,   0.077338, 112.084595
   1.771815,   0.077342, 112.089239
    1.77166,   0.077345, 112.093883
   1.771815,   0.077348, 112.098527
    1.77166,   0.077351, 112.103171
    1.77166,   0.077354, 112.107814
    1.77166,   0.077358, 112.112458
    1.77166,   0.077361, 112.117102
    1.77166,   0.077364, 112.121746
    1.77166,   0.077367,  112.12639
   1.771504,    0.07737, 112.131034
   1.771504,   0.077374, 112.135677
   1.771504,   0.077377, 112.140321
   1.771504,    0.07738, 112.144965
   1.771349,   0.077383, 112.149609
   1.771349,   0.077386, 112.154253
   1.771349,    0.07739, 112.158896
   1.771349,   0.077393,  112.16354
   1.771349,   0.077396, 112.168184
   1.771349,   0.077399, 112.172828
   1.771349,   0.077402, 112.177472
   1.771349,   0.077406, 112.182115
   1.771194,   0.077409, 112.186759
   1.771194,   0.077412, 112.191403
   1.771194,   0.077415, 112.196047
   1.771194,   0.077418, 112.200691
   1.771194,   0.077422, 112.205334
   1.771194,   0.077425, 112.209978
   1.771194,   0.077428, 112.214622
   1.771038,   0.077431, 112.219266
   1.771038,   0.077434,  112.22391
   1.771038,   0.077438, 112.228553
   1.771038,   0.077441, 112.233197
   1.771038,   0.077444, 112.237841
   1.771038,   0.077447, 112.242485
   1.770883,   0.077451, 112.247129
   1.771038,   0.077454, 112.251773
   1.770883,   0.077457, 112.256416
   1.770883,    0.07746,  112.26106
   1.770883,   0.077463, 112.265704
   1.770883,   0.077467, 112.270348
   1.770727,    0.07747, 112.274992
   1.770727,   0.077473, 112.279635
   1.770727,   0.077476, 112.284279
   1.770883,   0.077479, 112.288923
   1.770727,   0.077483, 112.293567
   1.770727,   0.077486, 112.298211
   1.770727,   0.077489, 112.302854
   1.770727,   0.077492, 112.307498
   1.770727,   0.077495, 112.312142
   1.770727,   0.077499, 112.316786
   1.770572,   0.077502,  112.32143
   1.770572,   0.077505, 112.326073
   1.770572,   0.077508, 112.330717
   1.770572,   0.077511, 112.335361
   1.770572,   0.077515, 112.340005
   1.770572,   0.077518, 112.344649
   1.770572,   0.077521, 112.349293
   1.770572,   0.077524, 112.353936
   1.770572,   0.077527,  112.35858
   1.770572,   0.077531, 112.363224
   1.770416,   0.077534, 112.367868
   1.770416,   0.077537, 112.372512
   1.770416,    0.07754, 112.377155
   1.770416,   0.077543, 112.381799
   1.770416,   0.077547, 112.386443
   1.770416,    0.07755, 112.391087
   1.770416,   0.077553, 112.395731
   1.770261,   0.077556, 112.400374
   1.770261,   0.077559, 112.405018
   1.770261,   0.077563, 112.409662
   1.770261,   0.077566, 112.414306
   1.770261,   0.077569,  112.41895
   1.770261,   0.077572, 112.423593
   1.770261,   0.077575, 112.428237
   1.770106,   0.077579, 112.432881
   1.770106,   0.077582, 112.437525
   1.770106,   0.077585, 112.442169
   1.770106,   0.077588, 112.446812
   1.770261,   0.077592, 112.451456
   1.770106,   0.077595,   112.4561
   1.770106,   0.077598, 112.460744
   1.770106,   0.077601, 112.465388
    1.76995,   0.077604, 112.470032
    1.76995,   0.077608, 112.474675
    1.76995,   0.077611, 112.479319
    1.76995,   0.077614, 112.483963
    1.76995,   0.077617, 112.488607
    1.76995,    0.07762, 112.493251
    1.76995,   0.077624, 112.497894
   1.769795,   0.077627, 112.502538
   1.769795,    0.07763, 112.507182
   1.769795,   0.077633, 112.511826
   1.769795,   0.077636,  112.51647
   1.769795,    0.07764, 112.521113
   1.769795,   0.077643, 112.525757
   1.769795,   0.077646, 112.530401
   1.769795,   0.077649, 112.535045
   1.769795,   0.077652, 112.539689
   1.769639,   0.077656, 112.544332
   1.769639,   0.077659, 112.548976
   1.769639,   0.077662,  112.55362
   1.769639,   0.077665, 112.558264
   1.769639,   0.077668, 112.562908
   1.769639,   0.077672, 112.567552
   1.769484,   0.077675, 112.572195
   1.769639,   0.077678, 112.576839
   1.769639,   0.077681, 112.581483
   1.769484,   0.077684, 112.586127
   1.769484,   0.077688, 112.590771
   1.769484,   0.077691, 112.595414
   1.769484,   0.077694, 112.600058
   1.769484,   0.077697, 112.604702
   1.769484,     0.0777, 112.609346
   1.769329,   0.077704,  112.61399
   1.769484,   0.077707, 112.618633
   1.769329,    0.07771, 112.623277
   1.769329,   0.077713, 112.627921
   1.769329,   0.077716, 112.632565
   1.769173,    0.07772, 112.637209
   1.769329,   0.077723, 112.641852
   1.769329,   0.077726, 112.646496
   1.769173,   0.077729,  112.65114
   1.769173,   0.077732, 112.655784
   1.769173,   0.077736, 112.660428
   1.769173,   0.077739, 112.665071
   1.769173,   0.077742, 112.669715
   1.769173,   0.077745, 112.674359
   1.769173,   0.077749, 112.679003
   1.769173,   0.077752, 112.683647
   1.769173,   0.077755, 112.688291
   1.769018,   0.077758, 112.692934
   1.769018,   0.077761, 112.697578
   1.769018,   0.077765, 112.702222
   1.769018,   0.077768, 112.706866
   1.769018,   0.077771,  112.71151
   1.769018,   0.077774, 112.716153
   1.769018,   0.077777, 112.720797
   1.769018,   0.077781, 112.725441
   1.769018,   0.077784, 112.730085
   1.769018,   0.077787, 112.734729
   1.768862,    0.07779, 112.739372
   1.769018,   0.077793, 112.744016
   1.768862,   0.077797,  112.74866
   1.768862,     0.0778, 112.753304
   1.768862,   0.077803, 112.757948
   1.768862,   0.077806, 112.762591
   1.768862,   0.077809, 112.767235
   1.768862,   0.077813, 112.771879
   1.768707,   0.077816, 112.776523
   1.768707,   0.077819, 112.781167
   1.768707,   0.077822, 112.785811
   1.768707,   0.077825, 112.790454
   1.768707,   0.077829, 112.795098
   1.768707,   0.077832, 112.799742
   1.768707,   0.077835, 112.804386
   1.768707,   0.077838,  112.80903
   1.768707,   0.077841, 112.813673
   1.768552,   0.077845, 112.818317
   1.768552,   0.077848, 112.822961
   1.768552,   0.077851, 112.827605
   1.768552,   0.077854, 112.832249
   1.768552,   0.077857, 112.836892
   1.768552,   0.077861, 112.841536
   1.768552,   0.077864,  112.84618
   1.768552,   0.077867, 112.850824
   1.768552,    0.07787, 112.855468
   1.768552,   0.077873, 112.860111
   1.768552,   0.077877, 112.864755
   1.768396,    0.07788, 112.869399
   1.768396,   0.077883, 112.874043
   1.768396,   0.077886, 112.878687
   1.768396,   0.077889,  112.88333
   1.768396,   0.077893, 112.887974
   1.768241,   0.077896, 112.892618
   1.768396,   0.077899, 112.897262
   1.768396,   0.077902, 112.901906
   1.768241,   0.077906,  112.90655
   1.768396,   0.077909, 112.911193
   1.768241,   0.077912, 112.915837
   1.768241,   0.077915, 112.920481
   1.768241,   0.077918, 112.925125
   1.768241,   0.077922, 112.929769
   1.768241,   0.077925, 112.934412
   1.768241,   0.077928, 112.939056
   1.768241,   0.077931,   112.9437
   1.768241,   0.077934, 112.948344
   1.768241,   0.077938, 112.952988
   1.768085,   0.077941, 112.957631
   1.768085,   0.077944, 112.962275
   1.768085,   0.077947, 112.966919
   1.768085,    0.07795, 112.971563
   1.768085,   0.077954, 112.976207
   1.768085,   0.077957,  112.98085
   1.768085,    0.07796, 112.985494
    1.76793,   0.077963, 112.990138
    1.76793,   0.077966, 112.994782
    1.76793,    0.07797, 112.999426
    1.76793,   0.077973,  113.00407
    1.76793,   0.077976, 113.008713
    1.76793,   0.077979, 113.013357
    1.76793,   0.077982, 113.018001
    1.76793,   0.077986, 113.022645
    1.76793,   0.077989, 113.027289
    1.76793,   0.077992, 113.031932
    1.76793,   0.077995, 113.036576
   1.767775,   0.077998,  113.04122
   1.767775,   0.078002, 113.045864
   1.767775,   0.078005, 113.050508
   1.767775,   0.078008, 113.055151
   1.767775,   0.078011, 113.059795
   1.767775,   0.078014, 113.064439
   1.767775,   0.078018, 113.069083
   1.767775,   0.078021, 113.073727
   1.767775,   0.078024,  113.07837
   1.767775,   0.078027, 113.083014
   1.767619,    0.07803, 113.087658
   1.767619,   0.078034, 113.092302
   1.767619,   0.078037, 113.096946
   1.767619,    0.07804, 113.101589
   1.767619,   0.078043, 113.106233
   1.767619,   0.078047, 113.110877
   1.767619,    0.07805, 113.115521
   1.767619,   0.078053, 113.120165
   1.767464,   0.078056, 113.124809
   1.767619,   0.078059, 113.129452
   1.767464,   0.078063, 113.134096
   1.767464,   0.078066,  113.13874
   1.767464,   0.078069, 113.143384
   1.767464,   0.078072, 113.148028
   1.767464,   0.078075, 113.152671
   1.767464,   0.078079, 113.157315
   1.767464,   0.078082, 113.161959
   1.767464,   0.078085, 113.166603
   1.767464,   0.078088, 113.171247
   1.767464,   0.078091,  113.17589
   1.767308,   0.078095, 113.180534
   1.767308,   0.078098, 113.185178
   1.767308,   0.078101, 113.189822
   1.767308,   0.078104, 113.194466
   1.767308,   0.078107, 113.199109
   1.767308,   0.078111, 113.203753
   1.767308,   0.078114, 113.208397
   1.767308,   0.078117, 113.213041
   1.767308,    0.07812, 113.217685
   1.767308,   0.078123, 113.222329
   1.767153,   0.078127, 113.226972
   1.767153,    0.07813, 113.231616
   1.767153,   0.078133,  113.23626
   1.767153,   0.078136, 113.240904
   1.767153,   0.078139, 113.245548
   1.767153,   0.078143, 113.250191
   1.767153,   0.078146, 113.254835
   1.767153,   0.078149, 113.259479
   1.766997,   0.078152, 113.264123
   1.767153,   0.078155, 113.268767
   1.767153,   0.078159,  113.27341
   1.766997,   0.078162, 113.278054
   1.766997,   0.078165, 113.282698
   1.766997,   0.078168, 113.287342
   1.766997,   0.078171, 113.291986
   1.766997,   0.078175, 113.296629
   1.766997,   0.078178, 113.301273
   1.766997,   0.078181, 113.305917
   1.766997,   0.078184, 113.310561
   1.766997,   0.078187, 113.315205
   1.766997,   0.078191, 113.319848
   1.766997,   0.078194, 113.324492
   1.766997,   0.078197, 113.329136
   1.766842,     0.0782,  113.33378
   1.766842,   0.078204, 113.338424
   1.766842,   0.078207, 113.343068
   1.766842,    0.07821, 113.347711
   1.766842,   0.078213, 113.352355
   1.766842,   0.078216, 113.356999
   1.766842,    0.07822, 113.361643
   1.766687,   0.078223, 113.366287
   1.766687,   0.078226,  113.37093
   1.766687,   0.078229, 113.375574
   1.766842,   0.078232, 113.380218
   1.766687,   0.078236, 113.384862
   1.766687,   0.078239, 113.389506
   1.766687,   0.078242, 113.394149
   1.766687,   0.078245, 113.398793
   1.766687,   0.078248, 113.403437
   1.766687,   0.078252, 113.408081
   1.766687,   0.078255, 113.412725
   1.766687,   0.078258, 113.417368
   1.766687,   0.078261, 113.422012
   1.766531,   0.078264, 113.426656
   1.766687,   0.078268, 113.431299
   1.766531,   0.078271, 113.435942
   1.766531,   0.078274, 113.440586
   1.766531,   0.078277,  113.44523
   1.766531,    0.07828, 113.449874
   1.766531,   0.078284, 113.454518
   1.766531,   0.078287, 113.459161
   1.766531,    0.07829, 113.463805
   1.766531,   0.078293, 113.468449
   1.766376,   0.078296, 113.473093
   1.766531,     0.0783, 113.477737
   1.766376,   0.078303, 113.482381
   1.766376,   0.078306, 113.487024
   1.766376,   0.078309, 113.491668
   1.766376,   0.078312, 113.496312
   1.766376,   0.078316, 113.500956
   1.766376,   0.078319,   113.5056
   1.766376,   0.078322, 113.510243
   1.766376,   0.078325, 113.514887
    1.76622,   0.078328, 113.519531
   1.766376,   0.078332, 113.524175
    1.76622,   0.078335, 113.528819
    1.76622,   0.078338, 113.533462
    1.76622,   0.078341, 113.538106
    1.76622,   0.078344,  113.54275
    1.76622,   0.078348, 113.547394
    1.76622,   0.078351, 113.552038
    1.76622,   0.078354, 113.556681
    1.76622,   0.078357, 113.561325
    1.76622,   0.078361, 113.565969
    1.76622,   0.078364, 113.570613
   1.766065,   0.078367, 113.575257
   1.766065,    0.07837,   113.5799
    1.76622,   0.078373, 113.584544
   1.766065,   0.078377, 113.589188
   1.766065,    0.07838, 113.593832
   1.766065,   0.078383, 113.598476
   1.766065,   0.078386,  113.60312
   1.766065,   0.078389, 113.607763
   1.766065,   0.078393, 113.612407
   1.766065,   0.078396, 113.617051
   1.766065,   0.078399, 113.621695
   1.766065,   0.078402, 113.626339
   1.766065,   0.078405, 113.630982
   1.766065,   0.078409, 113.635626
   1.766065,   0.078412,  113.64027
   1.766065,   0.078415, 113.644914
    1.76591,   0.078418, 113.649558
    1.76591,   0.078421, 113.654201
   1.766065,   0.078425, 113.658845
    1.76591,   0.078428, 113.663489
    1.76591,   0.078431, 113.668133
    1.76591,   0.078434, 113.672777
    1.76591,   0.078437,  113.67742
    1.76591,   0.078441, 113.682064
    1.76591,   0.078444, 113.686708
    1.76591,   0.078447, 113.691352
    1.76591,    0.07845, 113.695996
    1.76591,   0.078453,  113.70064
   1.765754,   0.078457, 113.705283
    1.76591,    0.07846, 113.709927
   1.765754,   0.078463, 113.714571
   1.765754,   0.078466, 113.719215
   1.765754,   0.078469, 113.723859
   1.765754,   0.078473, 113.728502
   1.765754,   0.078476, 113.733146
   1.765754,   0.078479,  113.73779
   1.765754,   0.078482, 113.742434
   1.765754,   0.078485, 113.747078
   1.765754,   0.078489, 113.751721
   1.765599,   0.078492, 113.756365
   1.765599,   0.078495, 113.761009
   1.765599,   0.078498, 113.765653
   1.765599,   0.078502, 113.770297
   1.765599,   0.078505,  113.77494
   1.765599,   0.078508, 113.779584
   1.765599,   0.078511, 113.784228
   1.765599,   0.078514, 113.788872
   1.765599,   0.078518, 113.793516
   1.765599,   0.078521, 113.798159
   1.765599,   0.078524, 113.802803
   1.765599,   0.078527, 113.807447
   1.765599,    0.07853, 113.812091
   1.765599,   0.078534, 113.816735
   1.765443,   0.078537, 113.821379
   1.765599,    0.07854, 113.826022
   1.765599,   0.078543, 113.830666
   1.765599,   0.078546,  113.83531
   1.765443,    0.07855, 113.839954
   1.765443,   0.078553, 113.844598
   1.765443,   0.078556, 113.849241
   1.765443,   0.078559, 113.853885
   1.765443,   0.078562, 113.858529
   1.765443,   0.078566, 113.863173
   1.765443,   0.078569, 113.867817
   1.765443,   0.078572,  113.87246
   1.765443,   0.078575, 113.877104
   1.765443,   0.078578, 113.881748
   1.765443,   0.078582, 113.886392
   1.765443,   0.078585, 113.891036
   1.765288,   0.078588, 113.895679
   1.765288,   0.078591, 113.900323
   1.765288,   0.078594, 113.904967
   1.765288,   0.078598, 113.909611
   1.765443,   0.078601, 113.914255
   1.765443,   0.078604, 113.918899
   1.765288,   0.078607, 113.923542
   1.765288,    0.07861, 113.928186
   1.765288,   0.078614,  113.93283
   1.765288,   0.078617, 113.937474
   1.765288,    0.07862, 113.942118
   1.765288,   0.078623, 113.946761
   1.765288,   0.078626, 113.951405
   1.765288,    0.07863, 113.956049
   1.765288,   0.078633, 113.960693
   1.765288,   0.078636, 113.965337
   1.765133,   0.078639,  113.96998
   1.765133,   0.078642, 113.974624
   1.765133,   0.078646, 113.979268
   1.765133,   0.078649, 113.983912
   1.765133,   0.078652, 113.988556
   1.765133,   0.078655, 113.993199
   1.765133,   0.078659, 113.997843
   1.765133,   0.078662, 114.002487
   1.765133,   0.078665, 114.007131
   1.764977,   0.078668, 114.011775
   1.765133,   0.078671, 114.016418
   1.764977,   0.078675, 114.021062
   1.764977,   0.078678, 114.025706
   1.764977,   0.078681,  114.03035
   1.764977,   0.078684, 114.034994
   1.764977,   0.078687, 114.039638
   1.764977,   0.078691, 114.044281
   1.764977,   0.078694, 114.048925
   1.764977,   0.078697, 114.053569
   1.764977,     0.0787, 114.058213
   1.764977,   0.078703, 114.062857
   1.764977,   0.078707,   114.0675
   1.764977,    0.07871, 114.072144
   1.764822,   0.078713, 114.076788
   1.764977,   0.078716, 114.081432
   1.764822,   0.078719, 114.086076
   1.764822,   0.078723, 114.090719
   1.764822,   0.078726, 114.095363
   1.764822,   0.078729, 114.100007
   1.764822,   0.078732, 114.104651
   1.764822,   0.078735, 114.109295
   1.764822,   0.078739, 114.113938
   1.764666,   0.078742, 114.118582
   1.764822,   0.078745, 114.123226
   1.764822,   0.078748,  114.12787
   1.764666,   0.078751, 114.132514
   1.764822,   0.078755, 114.137158
   1.764822,   0.078758, 114.141801
   1.764666,   0.078761, 114.146445
   1.764822,   0.078764, 114.151089
   1.764666,   0.078767, 114.155733
   1.764666,   0.078771, 114.160377
   1.764666,   0.078774,  114.16502
   1.764666,   0.078777, 114.169664
   1.764666,    0.07878, 114.174308
   1.764666,   0.078783, 114.178952
   1.764666,   0.078787, 114.183596
   1.764666,    0.07879, 114.188239
   1.764666,   0.078793, 114.192883
   1.764666,   0.078796, 114.197527
   1.764666,   0.078799, 114.202171
   1.764666,   0.078803, 114.206815
   1.764511,   0.078806, 114.211458
   1.764666,   0.078809, 114.216102
   1.764666,   0.078812, 114.220746
   1.764511,   0.078816,  114.22539
   1.764511,   0.078819, 114.230034
   1.764511,   0.078822, 114.234677
   1.764511,   0.078825, 114.239321
   1.764511,   0.078828, 114.243965
   1.764511,   0.078832, 114.248609
   1.764511,   0.078835, 114.253253
   1.764511,   0.078838, 114.257897
   1.764511,   0.078841,  114.26254
   1.764511,   0.078844, 114.267184
   1.764511,   0.078848, 114.271828
   1.764511,   0.078851, 114.276472
   1.764511,   0.078854, 114.281116
   1.764356,   0.078857, 114.285759
   1.764511,    0.07886, 114.290403
   1.764511,   0.078864, 114.295047
   1.764356,   0.078867, 114.299691
   1.764511,    0.07887, 114.304335
   1.764356,   0.078873, 114.308978
   1.764356,   0.078876, 114.313622
   1.764356,    0.07888, 114.318266
   1.764356,   0.078883,  114.32291
   1.764356,   0.078886, 114.327554
   1.764356,   0.078889, 114.332197
   1.764356,   0.078892, 114.336841
   1.764356,   0.078896, 114.341485
   1.764356,   0.078899, 114.346129
   1.764356,   0.078902, 114.350773
   1.764356,   0.078905, 114.355417
   1.764356,   0.078908,  114.36006
