cycle number,Ewe/V
1868,1.981130
1869,1.980970
1870,1.980970
1871,1.980920
1872,1.981090
1873,1.981170
1874,1.980970
1875,1.980990
1876,1.980940
1877,1.980970
1878,1.980900
1879,1.980860
1880,1.980780
1881,1.980780
1882,1.980570
1883,1.980550
1884,1.980570
1885,1.980650
1886,1.980480
1887,1.980360
1888,1.980440
1889,1.980290
1890,1.980210
1891,1.980170
1892,1.981590
1893,1.981550
1894,1.981590
1895,1.981490
1896,1.981430
1897,1.981450
1898,1.981450
1899,1.981280
1900,1.981280
1901,1.981260
1902,1.981220
1903,1.981240
1904,1.981180
1905,1.980970
1906,1.981010
1907,1.980970
1908,1.980800
1909,1.980670
1910,1.980800
1911,1.980710
1912,1.980610
1913,1.980650
1914,1.980550
1915,1.980520
1916,1.980380
1917,1.980440
1918,1.980420
1919,1.980380
1920,1.980250
1921,1.980210
1922,1.980250
1923,1.980020
1924,1.980000
1925,1.980060
1926,1.980060
1927,1.980060
1928,1.979830
1929,1.979870
1930,1.979890
1931,1.979850
1932,1.979730
1933,1.979810
1934,1.979620
1935,1.979700
1936,1.979540
1937,1.979520
1938,1.979540
1939,1.979450
1940,1.979500
1941,1.979410
1942,1.979470
1943,1.979370
1944,1.979200
1945,1.979430
1946,1.979220
1947,1.979160
1948,1.979100
1949,1.978970
1950,1.979050
1951,1.979070
1952,1.978820
1953,1.978950
1954,1.978840
1955,1.978680
1956,1.978760
1957,1.978660
1958,1.978760
1959,1.978680
1960,1.978700
1961,1.978510
1962,1.978420
1963,1.978450
1964,1.978430
1965,1.978550
1966,1.978380
1967,1.978360
1968,1.978380
1969,1.978170
1970,1.978260
1971,1.978090
1972,1.978090
1973,1.977980
1974,1.977980
1975,1.977860
1976,1.977960
1977,1.977730
1978,1.977690
1979,1.977590
1980,1.977560
1981,1.977650
1982,1.977440
1983,1.977440
1984,1.977480
1985,1.977370
1986,1.977270
1987,1.977250
1988,1.977140
1989,1.977060
1990,1.976960
1991,1.977040
1992,1.977020
1993,1.976810
1994,1.976960
1995,1.976910
1996,1.976720
1997,1.976660
1998,1.976600
1999,1.976600
2000,1.976810
2001,1.976450
2002,1.976470
2003,1.976370
2004,1.976300
2005,1.976280
2006,1.976280
2007,1.976220
2008,1.976320
2009,1.976090
2010,1.976030
2011,1.976090
2012,1.976160
2013,1.975970
2014,1.975930
2015,1.976010
2016,1.975740
2017,1.975820
2018,1.975780
2019,1.975700
2020,1.975690
2021,1.975630
2022,1.975530
2023,1.975490
2024,1.975610
2025,1.975480
2026,1.975420
2027,1.975420
2028,1.975400
2029,1.975440
2030,1.975360
2031,1.975340
2032,1.975150
2033,1.975130
2034,1.975210
2035,1.975130
2036,1.975020
2037,1.975060
2038,1.975070
2039,1.975130
2040,1.975020
2041,1.974850
2042,1.974750
2043,1.975110
2044,1.974850
2045,1.974860
2046,1.974730
2047,1.974850
2048,1.974880
2049,1.974670
2050,1.974730
2051,1.974690
2052,1.974650
2053,1.974640
2054,1.974480
2055,1.974500
2056,1.974520
2057,1.974560
2058,1.974440
2059,1.974350
2060,1.974330
2061,1.974270
2062,1.974350
2063,1.974160
2064,1.974160
2065,1.974100
2066,1.974020
2067,1.974060
2068,1.974020
2069,1.973970
2070,1.974020
2071,1.973910
2072,1.973950
2073,1.973870
2074,1.973830
2075,1.973700
2076,1.973740
2077,1.973620
2078,1.973740
2079,1.973780
2080,1.973720
2081,1.973580
2082,1.973570
2083,1.973490
2084,1.973570
2085,1.973450
2086,1.973430
2087,1.973430
2088,1.973390
2089,1.973280
2090,1.973340
2091,1.973240
2092,1.973220
2093,1.973110
2094,1.973160
2095,1.973030
2096,1.972990
2097,1.973070
2098,1.972950
2099,1.972860
2100,1.972900
2101,1.972840
2102,1.972840
2103,1.972690
2104,1.972760
2105,1.972610
2106,1.972650
2107,1.972500
2108,1.972440
2109,1.972420
2110,1.972500
2111,1.972460
2112,1.972210
2113,1.972340
2114,1.972230
2115,1.972380
2116,1.972290
2117,1.972320
2118,1.972110
2119,1.972210
2120,1.972190
2121,1.972230
2122,1.972040
2123,1.972150
2124,1.972020
2125,1.972020
2126,1.972080
2127,1.972000
2128,1.972020
2129,1.971980
2130,1.971890
2131,1.971900
2132,1.971810
2133,1.971770
2134,1.971850
2135,1.971870
2136,1.971830
2137,1.971690
2138,1.971900
2139,1.971750
2140,1.971890
2141,1.971710
2142,1.971730
2143,1.971790
2144,1.971770
2145,1.971770
2146,1.971750
2147,1.971600
2148,1.971770
2149,1.971500
2150,1.971790
2151,1.971540
2152,1.971470
2153,1.971580
2154,1.971580
2155,1.971470
2156,1.971290
2157,1.971330
2158,1.971350
2159,1.971180
2160,1.971350
2161,1.971180
2162,1.971100
2163,1.971140
2164,1.971200
2165,1.971050
2166,1.971010
2167,1.971030
2168,1.971160
2169,1.970990
2170,1.970990
2171,1.971010
2172,1.970950
2173,1.970800
2174,1.970800
2175,1.970970
2176,1.970850
2177,1.970820
2178,1.970640
2179,1.970740
2180,1.970630
2181,1.970630
2182,1.970570
2183,1.970550
2184,1.970470
2185,1.970280
2186,1.970340
2187,1.970420
2188,1.970300
2189,1.970260
2190,1.970210
2191,1.970130
2192,1.970210
2193,1.969940
2194,1.969940
2195,1.969960
2196,1.970110
2197,1.969900
2198,1.969840
2199,1.969770
2200,1.969770
2201,1.969670
2202,1.969750
2203,1.969650
2204,1.969590
2205,1.969670
2206,1.969650
2207,1.969590
2208,1.969560
2209,1.969590
2210,1.969590
2211,1.969560
2212,1.969400
2213,1.969420
2214,1.969440
2215,1.969270
2216,1.969380
2217,1.969330
2218,1.969350
2219,1.969250
2220,1.969400
2221,1.969170
2222,1.969210
2223,1.969210
2224,1.969120
2225,1.969210
2226,1.969100
2227,1.969020
2228,1.968980
2229,1.969020
2230,1.969020
2231,1.968910
2232,1.969020
2233,1.968850
2234,1.968700
2235,1.968810
2236,1.968830
2237,1.968910
2238,1.968640
2239,1.968540
2240,1.968640
2241,1.968560
2242,1.968490
2243,1.968560
2244,1.968600
2245,1.968350
2246,1.968300
2247,1.968220
2248,1.968390
2249,1.968300
2250,1.968160
2251,1.967950
2252,1.968110
2253,1.968050
2254,1.967950
2255,1.967950
2256,1.967970
2257,1.968010
2258,1.967820
2259,1.967840
2260,1.967630
2261,1.967800
2262,1.967760
2263,1.967780
2264,1.967740
2265,1.967740
2266,1.967570
2267,1.967590
2268,1.967630
2269,1.967340
2270,1.967360
2271,1.967440
2272,1.967320
2273,1.967320
2274,1.967380
2275,1.967230
2276,1.967280
2277,1.967250
2278,1.967170
2279,1.967050
2280,1.967040
2281,1.967000
2282,1.966960
2283,1.966980
2284,1.966920
2285,1.966790
2286,1.966860
2287,1.966730
2288,1.966790
2289,1.966770
2290,1.966620
2291,1.966560
2292,1.966620
2293,1.966560
2294,1.966630
2295,1.966480
2296,1.966420
2297,1.966230
2298,1.966420
2299,1.966330
2300,1.966210
2301,1.966250
2302,1.966270
2303,1.966200
2304,1.966180
2305,1.966020
2306,1.966060
2307,1.966040
2308,1.965970
2309,1.965990
2310,1.966040
2311,1.966020
2312,1.965910
2313,1.965810
2314,1.965910
2315,1.965790
2316,1.965890
2317,1.965740
2318,1.965740
2319,1.965600
2320,1.965680
2321,1.965580
2322,1.965570
2323,1.965510
2324,1.965490
2325,1.965260
2326,1.965300
2327,1.965600
2328,1.965470
2329,1.965370
2330,1.965450
2331,1.965360
2332,1.965390
2333,1.965280
2334,1.965200
2335,1.965130
2336,1.965050
2337,1.965010
2338,1.964880
2339,1.964860
2340,1.964800
2341,1.964670
2342,1.964690
2343,1.964740
2344,1.964440
2345,1.964590
2346,1.964520
2347,1.964530
2348,1.964520
2349,1.964340
2350,1.964310
2351,1.964230
2352,1.964170
2353,1.964290
2354,1.963980
2355,1.964060
2356,1.964150
2357,1.964060
2358,1.963960
2359,1.963790
2360,1.963920
2361,1.963770
2362,1.963660
2363,1.963690
2364,1.963690
2365,1.963600
2366,1.963670
2367,1.963620
2368,1.963580
2369,1.963620
2370,1.963670
2371,1.963560
2372,1.963540
2373,1.963450
2374,1.963500
2375,1.963270
2376,1.963330
2377,1.963220
2378,1.963330
2379,1.963180
2380,1.962910
2381,1.962380
2382,1.962200
2383,1.962050
2384,1.961920
2385,1.961750
2386,1.961730
2387,1.961460
2388,1.961420
2389,1.961400
2390,1.961360
2391,1.961330
2392,1.961270
2393,1.961250
2394,1.961230
2395,1.961350
2396,1.961310
2397,1.961330
2398,1.961270
2399,1.961270
2400,1.961290
2401,1.961420
2402,1.961190
2403,1.961400
2404,1.961400
2405,1.961500
2406,1.961330
2407,1.961380
2408,1.961330
2409,1.961290
2410,1.961330
2411,1.961270
2412,1.961310
2413,1.961350
2414,1.961250
2415,1.961380
2416,1.961270
2417,1.961250
2418,1.961190
2419,1.961210
2420,1.961310
2421,1.961190
2422,1.961290
2423,1.961190
2424,1.961330
2425,1.961040
2426,1.961060
2427,1.961120
2428,1.961020
2429,1.960960
2430,1.960980
2431,1.960940
2432,1.960810
2433,1.960850
2434,1.960700
2435,1.960720
2436,1.960770
2437,1.960660
2438,1.960600
2439,1.960430
2440,1.960680
2441,1.960720
2442,1.960300
2443,1.960910
2444,1.960810
2445,1.960680
2446,1.960790
2447,1.960810
2448,1.960850
2449,1.960830
2450,1.960700
2451,1.960790
2452,1.960730
2453,1.960770
2454,1.960890
2455,1.960720
2456,1.960660
2457,1.960870
2458,1.960850
2459,1.960980
2460,1.961020
2461,1.961150
2462,1.961310
2463,1.961480
2464,1.961500
2465,1.961400
2466,1.961610
2467,1.961770
2468,1.961840
2469,1.961960
2470,1.962030
2471,1.962110
2472,1.962300
2473,1.962260
2474,1.962430
2475,1.962510
2476,1.962700
2477,1.962870
2478,1.963030
2479,1.962910
2480,1.963200
2481,1.963260
2482,1.963350
2483,1.963310
2484,1.963540
2485,1.963690
2486,1.963690
2487,1.963830
2488,1.963730
2489,1.963710
2490,1.963810
2491,1.963750
2492,1.963790
2493,1.963770
2494,1.963790
2495,1.963730
2496,1.963790
2497,1.963640
2498,1.963580
2499,1.963810
2500,1.963670
2501,1.963480
2502,1.963390
2503,1.963290
2504,1.963500
2505,1.963450
2506,1.963370
2507,1.963370
2508,1.963260
2509,1.963140
2510,1.963080
2511,1.963010
2512,1.963010
2513,1.963010
2514,1.962950
2515,1.962870
2516,1.963050
2517,1.962840
2518,1.962890
2519,1.962660
2520,1.962470
2521,1.962590
2522,1.962450
2523,1.962360
2524,1.962360
2525,1.962260
2526,1.962280
2527,1.962050
2528,1.962130
2529,1.961960
2530,1.961880
2531,1.962030
2532,1.961840
2533,1.961710
2534,1.961800
2535,1.961560
2536,1.961590
2537,1.961630
2538,1.961480
2539,1.961420
2540,1.961460
2541,1.961310
2542,1.961230
2543,1.961080
2544,1.961150
2545,1.961100
2546,1.961080
2547,1.960870
2548,1.960910
2549,1.960810
2550,1.960730
2551,1.960770
2552,1.960700
2553,1.960600
2554,1.960600
2555,1.960580
2556,1.960660
2557,1.960450
2558,1.960520
2559,1.960370
2560,1.960300
2561,1.960330
2562,1.960280
2563,1.960200
2564,1.960260
2565,1.960090
2566,1.960050
2567,1.960050
2568,1.959930
2569,1.959910
2570,1.959990
2571,1.959820
2572,1.959840
2573,1.959740
2574,1.959630
2575,1.959670
2576,1.959590
2577,1.959460
2578,1.959440
2579,1.959300
2580,1.959190
2581,1.959230
2582,1.959210
2583,1.959170
2584,1.959050
2585,1.959050
2586,1.959070
2587,1.958960
2588,1.958900
2589,1.958750
2590,1.958690
2591,1.958670
2592,1.958540
2593,1.958460
2594,1.958540
2595,1.958310
2596,1.958310
2597,1.958270
2598,1.958180
2599,1.958180
2600,1.958250
2601,1.958140
2602,1.958060
2603,1.957970
2604,1.957850
2605,1.957930
2606,1.957740
2607,1.957790
2608,1.957660
2609,1.957620
2610,1.957760
2611,1.957600
2612,1.957560
2613,1.957530
2614,1.957410
2615,1.957320
2616,1.957280
2617,1.957200
2618,1.957240
2619,1.957090
2620,1.957070
2621,1.956920
2622,1.956760
2623,1.956760
2624,1.956800
2625,1.956760
2626,1.956650
2627,1.956670
2628,1.956500
2629,1.956530
2630,1.956300
2631,1.956500
2632,1.956320
2633,1.956340
2634,1.956380
2635,1.956250
2636,1.956190
2637,1.956190
2638,1.956130
2639,1.956020
2640,1.955980
2641,1.955850
2642,1.955770
2643,1.955830
2644,1.955730
2645,1.955540
2646,1.955730
2647,1.955620
2648,1.955430
2649,1.955460
2650,1.955450
2651,1.955450
2652,1.955290
2653,1.955330
2654,1.955140
2655,1.955220
2656,1.955080
2657,1.955080
2658,1.954890
2659,1.954870
2660,1.954830
2661,1.954800
2662,1.954760
2663,1.954640
2664,1.954610
2665,1.954620
2666,1.954510
2667,1.954510
2668,1.954400
2669,1.954240
2670,1.954190
2671,1.954190
2672,1.954170
2673,1.954030
2674,1.953960
2675,1.954110
2676,1.953880
2677,1.953900
2678,1.953800
2679,1.953750
2680,1.953670
2681,1.953500
2682,1.953570
2683,1.953380
2684,1.953420
2685,1.953480
2686,1.953400
2687,1.953310
2688,1.953250
2689,1.953210
2690,1.953150
2691,1.953040
2692,1.953020
2693,1.952960
2694,1.952910
2695,1.952960
2696,1.952830
2697,1.952660
2698,1.952580
2699,1.952490
2700,1.952490
2701,1.952430
2702,1.952370
2703,1.952330
2704,1.952500
2705,1.952390
2706,1.952120
2707,1.952140
2708,1.952200
2709,1.952100
2710,1.952080
2711,1.951890
2712,1.951660
2713,1.951840
2714,1.951800
2715,1.951760
2716,1.951650
2717,1.951550
2718,1.951570
2719,1.951700
2720,1.951470
2721,1.951340
2722,1.951420
2723,1.951380
2724,1.951360
2725,1.951240
2726,1.951170
2727,1.951170
2728,1.951030
2729,1.950940
2730,1.950860
2731,1.950940
2732,1.950690
2733,1.950730
2734,1.950690
2735,1.950670
2736,1.950690
2737,1.950610
2738,1.950400
2739,1.950480
2740,1.950390
2741,1.950330
2742,1.950290
2743,1.950140
2744,1.950100
2745,1.950140
2746,1.949930
2747,1.949870
2748,1.949930
2749,1.949700
2750,1.949720
2751,1.949600
2752,1.949680
2753,1.949560
2754,1.949510
2755,1.949340
2756,1.949390
2757,1.949450
2758,1.949320
2759,1.949180
2760,1.949200
2761,1.949070
2762,1.948920
2763,1.948950
2764,1.948880
2765,1.948950
2766,1.948820
2767,1.948760
2768,1.948710
2769,1.948690
2770,1.948530
2771,1.948570
2772,1.948570
2773,1.948590
2774,1.948420
2775,1.948340
2776,1.948290
2777,1.948340
2778,1.948060
2779,1.948080
2780,1.948080
2781,1.948040
2782,1.947880
2783,1.947870
2784,1.947790
2785,1.947600
2786,1.947710
2787,1.947640
2788,1.947600
2789,1.947500
2790,1.947430
2791,1.947290
2792,1.947250
2793,1.947180
2794,1.947220
2795,1.947120
2796,1.947100
2797,1.946890
2798,1.946890
2799,1.946870
2800,1.946930
2801,1.946910
2802,1.946700
2803,1.946660
2804,1.946700
2805,1.946800
2806,1.946890
2807,1.946800
2808,1.947010
2809,1.946990
2810,1.946910
2811,1.947200
2812,1.947270
2813,1.947270
2814,1.947500
2815,1.947560
2816,1.947670
2817,1.947670
2818,1.947790
2819,1.947960
2820,1.948150
2821,1.948130
2822,1.948170
2823,1.948190
2824,1.948380
2825,1.948440
2826,1.948610
2827,1.948710
2828,1.948690
2829,1.948690
2830,1.948820
2831,1.948800
2832,1.948740
2833,1.948650
2834,1.948650
2835,1.948500
2836,1.948500
2837,1.948460
2838,1.948460
2839,1.948230
2840,1.948250
2841,1.948080
2842,1.948270
2843,1.947980
2844,1.948210
2845,1.948130
2846,1.948020
2847,1.947830
2848,1.947870
2849,1.947660
2850,1.947690
2851,1.947640
2852,1.947520
2853,1.947560
2854,1.947540
2855,1.947390
2856,1.947270
2857,1.947270
2858,1.947220
2859,1.947080
2860,1.947040
2861,1.946950
2862,1.946930
2863,1.946850
2864,1.946700
2865,1.946720
2866,1.946780
2867,1.946570
2868,1.946640
2869,1.946470
2870,1.946360
2871,1.946300
2872,1.946200
2873,1.946150
2874,1.946170
2875,1.946130
2876,1.946070
2877,1.945880
2878,1.945840
2879,1.945820
2880,1.945670
2881,1.945730
2882,1.945670
2883,1.945590
2884,1.945590
2885,1.945380
2886,1.945460
2887,1.945360
2888,1.945310
2889,1.945080
2890,1.945100
2891,1.945020
2892,1.945040
2893,1.944960
2894,1.944680
2895,1.944790
2896,1.944750
2897,1.944710
2898,1.944620
2899,1.944470
2900,1.944430
2901,1.944330
2902,1.944260
2903,1.944180
2904,1.944070
2905,1.944260
2906,1.944220
2907,1.944200
2908,1.943950
2909,1.943970
2910,1.943970
2911,1.943860
2912,1.943700
2913,1.943660
2914,1.943590
2915,1.943650
2916,1.943650
2917,1.943550
2918,1.943400
2919,1.943360
2920,1.943340
2921,1.943230
2922,1.943260
2923,1.943230
2924,1.943110
2925,1.943020
2926,1.943000
2927,1.943000
2928,1.942900
2929,1.942820
2930,1.942820
2931,1.942670
2932,1.942590
2933,1.942590
2934,1.942580
2935,1.942350
2936,1.942330
2937,1.942230
2938,1.942210
2939,1.942160
2940,1.942000
2941,1.941930
2942,1.942000
2943,1.941870
2944,1.941660
2945,1.941810
2946,1.941740
2947,1.941720
2948,1.941660
2949,1.941640
2950,1.941660
2951,1.941600
2952,1.941680
2953,1.941660
2954,1.941750
2955,1.941850
2956,1.941980
2957,1.941980
2958,1.941890
2959,1.942120
2960,1.942020
2961,1.942230
2962,1.942390
2963,1.942500
2964,1.942630
2965,1.942590
2966,1.942810
2967,1.942820
2968,1.942940
2969,1.943020
2970,1.943150
2971,1.943050
2972,1.943230
2973,1.943420
2974,1.943570
2975,1.943550
2976,1.943680
2977,1.943700
2978,1.943860
2979,1.943870
2980,1.944080
2981,1.944010
2982,1.944290
2983,1.944120
2984,1.944390
2985,1.944350
2986,1.944660
2987,1.944750
2988,1.944620
2989,1.944700
2990,1.944890
2991,1.945020
2992,1.945080
2993,1.945150
2994,1.945250
2995,1.945420
2996,1.945480
2997,1.945400
2998,1.945440
2999,1.945520
3000,1.945780
3001,1.945780
3002,1.945780
3003,1.945800
3004,1.945970
3005,1.945990
3006,1.946260
3007,1.946380
3008,1.946410
3009,1.946490
3010,1.946550
3011,1.946760
3012,1.946740
3013,1.946850
3014,1.947080
3015,1.946910
3016,1.947040
3017,1.947020
3018,1.947060
3019,1.947040
3020,1.946950
3021,1.946930
3022,1.946890
3023,1.946890
3024,1.946810
3025,1.946810
3026,1.946720
3027,1.946590
3028,1.946410
3029,1.946340
3030,1.946390
3031,1.946110
3032,1.946050
3033,1.946010
3034,1.945690
3035,1.945920
3036,1.945820
3037,1.945670
3038,1.945590
3039,1.945570
3040,1.945500
3041,1.945340
3042,1.945330
3043,1.945250
3044,1.945250
3045,1.945120
3046,1.945060
3047,1.944940
3048,1.944790
3049,1.944710
3050,1.944910
3051,1.944730
3052,1.944660
3053,1.944560
3054,1.944540
3055,1.944370
3056,1.944280
3057,1.944240
3058,1.944200
3059,1.943890
3060,1.943930
3061,1.943990
3062,1.943840
3063,1.943760
3064,1.943740
3065,1.943760
3066,1.943660
3067,1.943660
3068,1.943660
3069,1.943610
3070,1.943490
3071,1.943440
3072,1.943340
3073,1.943400
3074,1.943170
3075,1.943210
3076,1.943090
3077,1.943070
3078,1.942940
3079,1.943050
3080,1.942840
3081,1.942670
3082,1.942750
3083,1.942590
3084,1.942610
3085,1.942440
3086,1.942500
3087,1.942420
3088,1.942330
3089,1.942350
3090,1.942290
3091,1.942350
3092,1.942310
3093,1.942310
3094,1.942060
3095,1.941950
3096,1.942000
3097,1.941850
3098,1.942000
3099,1.941890
3100,1.941890
3101,1.941720
3102,1.941740
3103,1.941600
3104,1.941640
3105,1.941470
3106,1.941600
3107,1.941300
3108,1.941470
3109,1.941220
3110,1.941260
3111,1.941110
3112,1.941140
3113,1.940990
3114,1.940970
3115,1.941070
3116,1.940910
3117,1.940860
3118,1.940780
3119,1.940740
3120,1.940670
3121,1.940460
3122,1.940570
3123,1.940480
3124,1.940550
3125,1.940460
3126,1.940340
3127,1.940210
3128,1.940110
3129,1.940060
3130,1.939960
3131,1.940000
3132,1.939960
3133,1.939900
3134,1.939860
3135,1.939640
3136,1.939650
3137,1.939600
3138,1.939520
3139,1.939440
3140,1.939330
3141,1.939330
3142,1.939330
3143,1.939100
3144,1.939180
3145,1.939160
3146,1.939100
3147,1.939010
3148,1.939120
3149,1.938870
3150,1.938950
3151,1.938850
3152,1.938780
3153,1.938810
3154,1.938740
3155,1.938590
3156,1.938640
3157,1.938570
3158,1.938640
3159,1.938600
3160,1.938640
3161,1.938470
3162,1.938600
3163,1.938530
3164,1.938530
3165,1.938430
3166,1.938430
3167,1.938450
3168,1.938530
3169,1.938550
3170,1.938550
3171,1.938410
3172,1.938470
3173,1.938570
3174,1.938470
3175,1.938320
3176,1.938390
3177,1.938280
3178,1.938280
3179,1.938380
3180,1.938240
3181,1.938360
3182,1.938180
3183,1.938380
3184,1.938260
3185,1.938200
3186,1.938200
3187,1.938050
3188,1.938180
3189,1.938010
3190,1.938050
3191,1.938070
3192,1.938110
3193,1.937920
3194,1.938090
3195,1.937960
3196,1.937920
3197,1.938030
3198,1.937920
3199,1.937990
3200,1.937970
3201,1.937730
3202,1.937990
3203,1.937940
3204,1.937860
3205,1.937900
3206,1.937840
3207,1.937840
3208,1.937750
3209,1.937860
3210,1.937780
3211,1.937780
3212,1.937690
3213,1.937760
3214,1.937820
3215,1.937800
3216,1.937760
3217,1.937780
3218,1.937710
3219,1.937710
3220,1.937730
3221,1.937670
3222,1.937650
3223,1.937630
3224,1.937540
3225,1.937630
3226,1.937570
3227,1.937550
3228,1.937520
3229,1.937440
3230,1.937460
3231,1.937550
3232,1.937230
3233,1.937380
3234,1.937380
3235,1.937500
3236,1.937230
3237,1.937290
3238,1.937190
3239,1.937190
3240,1.937110
3241,1.936960
3242,1.936900
3243,1.936960
3244,1.936920
3245,1.936890
3246,1.936770
3247,1.936700
3248,1.936620
3249,1.936710
3250,1.936710
3251,1.936580
3252,1.936580
3253,1.936470
3254,1.936290
3255,1.936270
3256,1.936310
3257,1.936330
3258,1.936310
3259,1.936270
3260,1.936330
3261,1.936200
3262,1.936160
3263,1.936050
3264,1.936120
3265,1.936030
3266,1.935950
3267,1.936030
3268,1.935970
3269,1.936100
3270,1.936010
3271,1.935910
3272,1.935970
3273,1.935890
3274,1.935870
3275,1.935760
3276,1.935800
3277,1.935780
3278,1.935800
3279,1.935780
3280,1.935740
3281,1.935630
3282,1.935610
3283,1.935590
3284,1.935550
3285,1.935590
3286,1.935490
3287,1.935470
3288,1.935380
3289,1.935360
3290,1.935400
3291,1.935320
3292,1.935220
3293,1.935090
3294,1.935000
3295,1.935000
3296,1.934900
3297,1.934900
3298,1.934860
3299,1.934820
3300,1.934710
3301,1.934800
3302,1.934730
3303,1.934670
3304,1.934630
3305,1.934590
3306,1.934540
3307,1.934500
3308,1.934400
3309,1.934350
3310,1.934190
3311,1.934140
3312,1.934140
3313,1.934100
3314,1.933890
3315,1.934000
3316,1.933740
3317,1.933810
3318,1.933680
3319,1.933680
3320,1.933530
3321,1.933640
3322,1.933430
3323,1.933390
3324,1.933240
3325,1.933370
3326,1.933280
3327,1.933220
3328,1.932990
3329,1.933010
3330,1.932900
3331,1.932690
3332,1.932690
3333,1.932610
3334,1.932670
3335,1.932590
3336,1.932530
3337,1.932230
3338,1.932090
3339,1.932090
3340,1.932090
3341,1.932060
3342,1.932090
3343,1.931960
3344,1.931920
3345,1.931790
3346,1.931730
3347,1.931620
3348,1.931690
3349,1.931670
3350,1.931440
3351,1.931520
3352,1.931270
3353,1.931230
3354,1.931140
3355,1.931180
3356,1.931040
3357,1.930950
3358,1.930890
3359,1.930780
3360,1.930810
3361,1.930580
3362,1.930600
3363,1.930570
3364,1.930320
3365,1.930410
3366,1.930180
3367,1.930130
3368,1.930010
3369,1.929970
3370,1.929800
3371,1.929730
3372,1.929650
3373,1.929500
3374,1.929420
3375,1.929270
3376,1.929310
3377,1.929100
3378,1.929020
3379,1.928940
3380,1.928730
3381,1.928710
3382,1.928680
3383,1.928500
3384,1.928540
3385,1.928370
3386,1.928350
3387,1.928270
3388,1.928200
3389,1.928140
3390,1.927970
3391,1.927870
3392,1.927760
3393,1.927660
3394,1.927590
3395,1.927550
3396,1.927530
3397,1.927610
3398,1.927510
3399,1.927490
3400,1.927400
3401,1.927340
3402,1.927240
3403,1.927280
3404,1.927130
3405,1.927090
3406,1.927220
3407,1.927150
3408,1.926980
3409,1.926960
3410,1.927030
3411,1.926860
3412,1.926860
3413,1.926790
3414,1.926590
3415,1.926520
3416,1.926520
3417,1.926420
3418,1.926290
3419,1.926330
3420,1.926190
3421,1.926080
3422,1.925930
3423,1.925930
3424,1.925960
3425,1.925790
3426,1.925700
3427,1.925640
3428,1.925600
3429,1.925470
3430,1.925470
3431,1.925430
3432,1.925350
3433,1.925300
3434,1.925330
3435,1.925220
3436,1.925140
3437,1.925240
3438,1.925200
3439,1.925030
3440,1.924990
3441,1.924970
3442,1.924930
3443,1.924820
3444,1.924800
3445,1.924700
3446,1.924590
3447,1.924530
3448,1.924460
3449,1.924230
3450,1.924230
3451,1.924050
3452,1.924070
3453,1.923960
3454,1.924020
3455,1.923860
3456,1.923920
3457,1.923830
3458,1.923690
3459,1.923730
3460,1.923600
3461,1.923600
3462,1.923480
3463,1.923290
3464,1.923250
3465,1.923120
3466,1.923180
3467,1.922990
3468,1.923140
3469,1.922990
3470,1.922740
3471,1.922580
3472,1.922720
3473,1.922600
3474,1.922430
3475,1.922260
3476,1.922220
3477,1.922300
3478,1.922130
3479,1.922050
3480,1.921940
3481,1.921880
3482,1.921800
3483,1.921610
3484,1.921610
3485,1.921460
3486,1.921530
3487,1.921400
3488,1.921420
3489,1.921290
3490,1.921270
3491,1.921250
3492,1.921190
3493,1.920980
3494,1.921060
3495,1.920890
3496,1.920920
3497,1.920670
3498,1.920710
3499,1.920670
3500,1.920690
3501,1.920460
3502,1.920220
3503,1.920450
3504,1.920390
3505,1.920060
3506,1.920120
3507,1.919780
3508,1.919890
3509,1.919930
3510,1.919820
3511,1.919830
3512,1.919610
3513,1.919590
3514,1.919490
3515,1.919360
3516,1.919260
3517,1.919240
3518,1.919110
3519,1.918980
3520,1.918940
3521,1.918940
3522,1.918730
3523,1.918590
3524,1.918520
3525,1.917720
3526,1.917700
3527,1.917620
3528,1.917730
3529,1.917520
3530,1.917370
3531,1.917220
3532,1.917310
3533,1.917090
3534,1.916890
3535,1.916930
3536,1.916820
3537,1.916670
3538,1.916590
3539,1.916570
3540,1.916320
3541,1.916250
3542,1.916230
3543,1.916170
3544,1.916050
3545,1.915880
3546,1.915940
3547,1.915770
3548,1.915580
3549,1.915630
3550,1.915440
3551,1.915500
3552,1.915270
3553,1.915190
3554,1.915080
3555,1.915060
3556,1.915000
3557,1.914910
3558,1.914790
3559,1.914700
3560,1.914600
3561,1.914620
3562,1.914450
3563,1.914550
3564,1.914430
3565,1.914180
3566,1.914140
3567,1.914090
3568,1.914110
3569,1.914010
3570,1.913860
3571,1.913950
3572,1.913710
3573,1.913710
3574,1.913720
3575,1.913550
3576,1.913440
3577,1.913460
3578,1.913290
3579,1.913190
3580,1.913090
3581,1.913320
3582,1.912920
3583,1.912830
3584,1.912660
3585,1.912830
3586,1.912620
3587,1.912580
3588,1.912370
3589,1.912450
3590,1.912390
3591,1.912350
3592,1.912310
3593,1.912330
3594,1.912220
3595,1.912100
3596,1.912060
3597,1.912100
3598,1.912080
3599,1.911720
3600,1.911550
3601,1.911220
3602,1.910920
3603,1.910570
3604,1.910120
3605,1.909870
3606,1.909280
3607,1.908890
3608,1.908590
3609,1.908070
3610,1.907540
3611,1.907250
3612,1.906600
3613,1.906130
3614,1.905780
3615,1.905360
